CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A ENERO 2022

ESTACION  : 14202
NOMBRE    : MEDRANO
ESTADO    : JALISCO
MUNICIPIO : GUADALAJARA
SITUACION : OPERANDO
ORGANISMO : LERMA SANTIAGO PACÍFICO
CVE-OMM   : Nulo
LATITUD   : 020.666°
LONGITUD  : -103.321°
ALTITUD   : 1559 msnm

EMISIÓN   : 02/02/2022      	

		PRECIP	EVAP	TMAX	TMIN
  Fecha     	(MM)	(MM)	(°C)	(°C)
10/08/2017	0.5	2.2	27.4	21.1
11/08/2017	0.8	2.2	27.8	18.2
12/08/2017	2.8	2.2	29	18.6
13/08/2017	8.4	1.9	29.6	18.7
14/08/2017	0	1.7	27.4	16.8
15/08/2017	0	1.9	27.7	17.1
16/08/2017	0	2.1	28.3	17.9
17/08/2017	0	2.2	28.1	18.7
18/08/2017	0	2.8	28.8	19.2
19/08/2017	13	1.6	28.1	18.6
20/08/2017	2.8	1.7	29.2	16.2
21/08/2017	0	3	28.9	18.2
22/08/2017	0	1.9	27.3	18.9
23/08/2017	25.4	1.3	27.5	18.9
24/08/2017	24.1	1	27.7	15.9
25/08/2017	4.8	1.2	27.4	16.5
26/08/2017	1.5	1	27.1	16.3
27/08/2017	13.4	1.5	28.5	18.2
28/08/2017	14.7	1.3	27.8	16.9
29/08/2017	19.2	0.6	25.9	17.3
30/08/2017	5.5	0.6	20.2	17.2
31/08/2017	5.8	4.5	22.8	16.9
01/09/2017	13.9	0.7	26.4	17.1
02/09/2017	10.7	0.6	25.8	17.6
03/09/2017	6.8	1.3	26.9	17.9
04/09/2017	3.3	0.7	25.1	18.2
05/09/2017	3.6	0.4	23.3	17.6
06/09/2017	32.4	0.4	24.8	17.9
07/09/2017	0	1.4	25.6	16.8
08/09/2017	0	1.9	27.2	17.3
09/09/2017	0	2.2	26.7	18.5
10/09/2017	0	2.2	27.2	17.1
11/09/2017	0	2.2	27.7	17
12/09/2017	0	2.2	28.1	16.6
13/09/2017	0	3.3	28.8	17.8
14/09/2017	0	2.1	29	19.6
15/09/2017	0	1.9	28.6	19.3
16/09/2017	3.3	2.1	30.7	19.5
17/09/2017	7.1	1.2	28.5	19.1
18/09/2017	2.5	2.1	28.8	17.8
19/09/2017	0	1.6	28.7	17.7
20/09/2017	6.3	1.5	30.2	18.9
21/09/2017	9.4	0.8	25.9	16.8
22/09/2017	13.4	0.8	27.1	17.4
23/09/2017	0.3	1	25.1	17.6
24/09/2017	0	1.2	24.3	18.1
25/09/2017	1.5	0.8	23.8	19
26/09/2017	0	1.5	28	17.4
27/09/2017	36.5	1.3	27.5	17.6
28/09/2017	8.9	0.6	25.9	16.4
29/09/2017	0	1.7	25.9	17.8
30/09/2017	2.5	1.7	25.7	18.7
01/10/2017	16.5	0.8	25.7	17.2
02/10/2017	6.1	0.9	27.1	17.1
03/10/2017	0	2	26.8	17.1
04/10/2017	0	1.7	25.8	17.7
05/10/2017	0	2.1	26.9	17.4
06/10/2017	31.2	1.8	28.9	17.8
07/10/2017	0	1.1	25.7	16.1
08/10/2017	0	1.3	25.8	15.3
09/10/2017	0	1.1	26.4	16
10/10/2017	4.1	1.7	28.7	17.3
11/10/2017	0	1.7	27.1	17.6
12/10/2017	0	1.7	26.2	15.8
13/10/2017	0	2.4	25.6	16.4
14/10/2017	0	2.3	27.1	16.3
15/10/2017	0	2.9	28.1	17.1
16/10/2017	0	2.6	27.2	16.7
17/10/2017	0	2.5	26.3	15.3
18/10/2017	0	3.2	28.2	15.7
19/10/2017	0	2.7	28.1	16.9
20/10/2017	0	2.2	28.4	17.9
21/10/2017	0	3.1	29.2	17.4
22/10/2017	0	4.3	30.3	15.7
23/10/2017	0	3.3	28	17
24/10/2017	0	3	28.3	16.6
25/10/2017	0	3.2	25	15.1
26/10/2017	0	3.2	26.6	12.1
27/10/2017	0	3.7	28.5	13.4
28/10/2017	0	2.9	27.6	14.2
29/10/2017	0	2	26.8	16.4
30/10/2017	0	2	25.6	16.7
31/10/2017	0	1.8	24.5	16.3
01/11/2017	0	1.6	26	17.1
02/11/2017	0	2.1	28.6	18.3
03/11/2017	1	2.7	30.4	17.9
04/11/2017	0	3.4	30.8	17.9
05/11/2017	0	4.5	30.5	17.3
06/11/2017	0	4.6	29.5	15.6
07/11/2017	0	4.3	29.6	15.2
08/11/2017	0	4.4	29.7	14.6
09/11/2017	0	2.5	28.9	15.8
10/11/2017	0	2.5	27.4	16.9
11/11/2017	0	2.5	28.3	16.2
12/11/2017	0	2.5	28.3	15.5
13/11/2017	0	3.4	27.6	14.8
14/11/2017	0	3.3	27.2	14.4
15/11/2017	0	3.8	28.2	14.7
16/11/2017	0	4.4	28.2	14.7
17/11/2017	0	4.3	27.8	13.8
18/11/2017	0	4.5	29.1	13.4
19/11/2017	0	3.7	27.2	14.2
20/11/2017	0	2.8	26.7	14.7
21/11/2017	0	3.7	26.3	14.2
22/11/2017	0	4.9	26.3	13.2
23/11/2017	0	3.7	24.4	11
24/11/2017	0	4.3	24.7	10.9
25/11/2017	0	3.7	25.9	11.3
26/11/2017	0	4.6	27.3	11.2
27/11/2017	0	3.6	25.2	11.3
28/11/2017	0	3.8	26.9	10.9
29/11/2017	0	4.1	27	12.3
30/11/2017	0	3.1	25.9	11.1
01/12/2017	0	3.7	25.1	10.9
02/12/2017	0	3.8	25.5	11.1
03/12/2017	0	3.2	25.3	11.3
04/12/2017	0	3	26.1	11.8
05/12/2017	0	3.6	27.8	13.2
06/12/2017	0	3.4	27.4	13.3
07/12/2017	0	3.3	25.8	13.8
08/12/2017	0	2.5	21.9	12.9
09/12/2017	0	3.3	19	5.4
10/12/2017	0	3.7	20.3	5.9
11/12/2017	0	3.7	17.3	7.7
12/12/2017	0	3.7	25.3	7.6
13/12/2017	0	3.1	23.6	9.1
14/12/2017	0	2.5	24.1	10.2
15/12/2017	5.3	1.9	22.4	12.9
16/12/2017	9.4	0.2	15.4	12.7
17/12/2017	0.3	0.6	21.7	12.2
18/12/2017	0	1.6	24.5	12.3
19/12/2017	0	1.9	24.9	13.3
20/12/2017	0	2.4	25.9	13.2
21/12/2017	0	2.4	25.6	13.2
22/12/2017	0	1.9	23.2	13.4
23/12/2017	0	2.8	26.2	11.9
24/12/2017	0	3.1	25.7	12.4
25/12/2017	0	3.1	25.9	13.2
26/12/2017	0	3.5	26.3	12.6
27/12/2017	0	3.7	26.2	12.3
28/12/2017	0	3.3	25.2	11.9
29/12/2017	0	3.1	25	11.9
30/12/2017	0	3.1	25.7	12.4
31/12/2017	0	4.9	24.4	12.6
01/01/2018	0	3.1	25.1	12.4
02/01/2018	0	2.7	24.3	12.9
03/01/2018	0	3	25.1	12.9
04/01/2018	0	2.8	24.7	12.9
05/01/2018	0	3.3	25.6	12.7
06/01/2018	0	3.6	25.3	12.3
07/01/2018	0	3.4	25.1	12
08/01/2018	0	3.5	25.8	12
09/01/2018	0	4	26.6	12.2
10/01/2018	0	3.1	25.6	12.7
11/01/2018	0	3.1	25.5	12.1
12/01/2018	0	3.1	25.8	10.6
13/01/2018	0	4.1	26.4	10.3
14/01/2018	0	3.3	23.6	8.1
15/01/2018	0	4	23.9	8.2
16/01/2018	0	4.1	24.9	9.4
17/01/2018	0	3.1	23.9	9.5
18/01/2018	0	3.1	24.1	9.6
19/01/2018	0	2.9	24.4	11.1
20/01/2018	0	3.8	24.4	11.8
21/01/2018	0	4.4	25.3	10.4
22/01/2018	0	4.1	23.9	10.4
23/01/2018	0	4.1	25.6	11.7
24/01/2018	0.3	1.7	25.6	13.8
25/01/2018	0.3	1.3	18.4	12.8
26/01/2018	0	2.5	24.2	12
27/01/2018	0.3	2.6	25.2	12
28/01/2018	16	2.3	24.7	12
29/01/2018	0	1.8	19.2	12.2
30/01/2018	0	1.8	17.3	9.1
31/01/2018	1.8	1.9	14.4	8.9
01/02/2018	0	2.8	23.2	9.4
02/02/2018	0	3.1	27.2	10.4
03/02/2018	0	2.6	24.8	13.1
04/02/2018	0	3.9	27.4	13.5
05/02/2018	0	3.6	26.7	13.7
06/02/2018	0	3.5	27.2	14.3
07/02/2018	0	3.5	25.9	14.7
08/02/2018	6.3	1.7	24	14.8
09/02/2018	3.3	0.8	17.4	12.8
10/02/2018	0	1.8	20.7	11.2
11/02/2018	0	1.8	23.2	11.3
12/02/2018	0	1.8	26.4	12.6
13/02/2018	0	2.5	27.1	12.9
14/02/2018	0	3.7	26.5	14.9
15/02/2018	0	3.5	26.7	15.4
16/02/2018	0	3.9	28.5	16.4
17/02/2018	0	3.9	29.4	16.1
18/02/2018	0	4	26.6	15.9
19/02/2018	0.3	3	25.4	15.5
20/02/2018	0	3.2	25.4	13.7
21/02/2018	0	3.4	26.9	13.8
22/02/2018	0	3.7	27.2	14.2
23/02/2018	0	4.2	28.9	15.2
24/02/2018	0	4.5	27.7	15.1
25/02/2018	0	4.1	27.3	15.3
26/02/2018	0	4.2	28.4	15.5
27/02/2018	0	4.1	28.2	15.8
28/02/2018	0	6.8	28.6	15.5
01/03/2018	0	5	29.2	15.4
02/03/2018	0	4.4	29.4	15.6
03/03/2018	0	3.8	29.7	16.6
04/03/2018	0	4.6	29.8	16.1
05/03/2018	0	5.2	29.3	15.9
06/03/2018	0	5.5	29.7	15.7
07/03/2018	0	5.6	29.7	15.1
08/03/2018	0	5.6	29.4	15.8
09/03/2018	0	5.6	29.1	15.2
10/03/2018	0	5.9	30.2	14.4
11/03/2018	0	5.9	32.7	15.6
12/03/2018	0	5.9	33.1	16.4
13/03/2018	0	6.2	31.4	17
14/03/2018	0	4.8	29.8	16.1
15/03/2018	0	4.8	29	15.6
16/03/2018	0	5.4	29.3	14.7
17/03/2018	0	5.8	29.6	14.7
18/03/2018	0	6.7	29.6	15.9
19/03/2018	0	5.9	30.3	15.3
20/03/2018	0	6.6	32.3	14.9
21/03/2018	0	6.2	32.4	16.3
22/03/2018	0	5.9	32.3	17.6
23/03/2018	0	6	32.6	17.1
24/03/2018	0	5.8	32.3	17
25/03/2018	0	6.7	32.7	17.5
26/03/2018	0	6.1	31.8	18
27/03/2018	0	5.6	30.3	17.8
28/03/2018	0	5.1	28.9	17.3
29/03/2018	0	5.1	28.7	15.8
30/03/2018	0	5.1	29.1	16.7
31/03/2018	0	6.8	29.8	15.6
01/04/2018	0	5.1	30.1	17.3
02/04/2018	0	5.4	30.1	17.4
03/04/2018	0	6.3	29.7	15.7
04/04/2018	0	6.7	30.8	16.1
05/04/2018	0	6.4	30.8	16.5
06/04/2018	0	6.2	30.1	16.5
07/04/2018	0	6.6	30.2	15.6
08/04/2018	0	6.4	30.4	15.7
09/04/2018	0	6.8	30.2	16.6
10/04/2018	0	5.7	30.3	16.8
11/04/2018	0	5.7	29.3	16.1
12/04/2018	0	5.7	29.8	16.3
13/04/2018	0	3.8	29.1	16.7
14/04/2018	0	5.8	29.1	15.8
15/04/2018	0	5.7	29.6	15.8
16/04/2018	0	5.2	29.6	17.4
17/04/2018	0	5.4	30.7	17.9
18/04/2018	0	7.2	31.4	18
19/04/2018	0	6.4	32.6	18.1
20/04/2018	0	4.9	31.7	20.6
21/04/2018	0	5.3	32.2	18.8
22/04/2018	0	5.9	32.1	18.4
23/04/2018	0	6.4	32.7	19.6
24/04/2018	0	5.9	32.6	20
25/04/2018	0	7.6	32.9	18.8
26/04/2018	0	7.2	32.8	18.6
27/04/2018	0	6.6	32.6	18.3
28/04/2018	0	6.2	32.3	17.6
29/04/2018	0	5.1	31	19.1
30/04/2018	0	6.9	31.2	19.7
01/05/2018	1	3.8	29.3	18.7
02/05/2018	0.3	3.7	30.2	17.8
03/05/2018	0	3.7	29.1	19.2
04/05/2018	0	4.7	32.6	20.4
05/05/2018	33	2.5	31.6	20.7
06/05/2018	0	2.5	27.9	17
07/05/2018	18.5	2.5	29.8	19.4
08/05/2018	0.3	2.7	28.9	15.9
09/05/2018	0	3.3	29.3	17.8
10/05/2018	0.8	2.4	28.9	18.6
11/05/2018	0	2.4	29.4	15.2
12/05/2018	0	2.4	29.8	18.7
13/05/2018	6.8	3	31	18.9
14/05/2018	0	3	29.9	16.8
15/05/2018	0	4.3	32.5	19.3
16/05/2018	0	4.8	33.6	21.4
17/05/2018	0	5.4	33.2	21.8
18/05/2018	0	6.8	32.6	20.8
19/05/2018	0	6.6	31.7	19.3
20/05/2018	0	7.1	31.2	17.4
21/05/2018	0	6.1	31.8	18.6
22/05/2018	0	6.8	32.4	19.3
23/05/2018	0	6.1	33.1	19.2
24/05/2018	0	6.4	34.3	20.8
25/05/2018	0	6.3	34.2	20.4
26/05/2018	0	5.6	34.3	20.8
27/05/2018	0	5	35.2	21.8
28/05/2018	0	4.2	34.9	21.1
29/05/2018	0	4.9	35.2	20.7
30/05/2018	0	4.9	36.3	21.7
31/05/2018	0	6.3	36.5	20.9
01/06/2018	0	4.1	34.9	21.1
02/06/2018	0	7.1	35.5	20.7
03/06/2018	0	5.5	32.4	20.6
04/06/2018	0	4.6	33.6	20.8
05/06/2018	0	3.4	31.8	20.5
06/06/2018	3.3	3.1	32.7	20.6
07/06/2018	8.1	3.1	32.4	20.4
08/06/2018	0	3.2	31.1	16.3
09/06/2018	11.4	2	30.7	19.2
10/06/2018	6.1	1.3	28.9	17.9
11/06/2018	0.5	1.3	27.1	19.1
12/06/2018	1.3	1.3	26.7	18.2
13/06/2018	3.6	2.2	26.2	18
14/06/2018	0	2.6	29.6	17.6
15/06/2018	0	2.7	28.9	18.8
16/06/2018	0	2.8	30.8	17.6
17/06/2018	0	2.6	28.8	19.2
18/06/2018	14.2	3.5	28.2	19.4
19/06/2018	10.6	0.7	25.2	16.7
20/06/2018	0.3	1.5	24.9	16.9
21/06/2018	33	1.1	27.1	18.1
22/06/2018	0	1.1	26.1	17
23/06/2018	48	1.9	27	17.2
24/06/2018	0	1.6	27.9	16.1
25/06/2018	42.2	1.3	26.2	16.2
26/06/2018	6.3	3.4	26.2	16.2
27/06/2018	36.1	0.9	26.7	16.7
28/06/2018	35	0.9	27.3	16.7
29/06/2018	0	1.6	25.8	16.4
30/06/2018	0	2.7	28	17.2
01/07/2018	7.1	2	28.3	19.2
02/07/2018	1.3	1.9	28.7	18.2
03/07/2018	0.3	2	28.4	18.2
04/07/2018	29.2	2.6	30.3	15.9
05/07/2018	0	2.9	28.3	15.3
06/07/2018	0	3	27.9	17.8
07/07/2018	0	2.4	26.9	18.9
08/07/2018	4	1.4	26.9	18.3
09/07/2018	0	1.1	24.7	17
10/07/2018	5.8	1.5	26.6	18.3
11/07/2018	1.8	1.5	27.1	17.4
12/07/2018	5.1	1.8	26.1	17.3
13/07/2018	0	1.4	28.2	16.8
14/07/2018	2.5	1.9	27.9	19.2
15/07/2018	0	1.5	25.1	16.7
16/07/2018	0	1.7	26.9	17.4
17/07/2018	8.1	2.4	27.3	18.4
18/07/2018	0	2.7	27.7	15.8
19/07/2018	0.3	2.5	30.3	17.8
20/07/2018	4	2.3	29.8	19.1
21/07/2018	20.8	1.9	28.8	16.2
22/07/2018	0	3.4	29.9	17.9
23/07/2018	0	2.9	30.9	19.8
24/07/2018	19.8	2.1	31.3	20.7
25/07/2018	0.3	2.6	30.5	15.5
26/07/2018	0	1.6	27.8	20.4
27/07/2018	37.8	2.3	29.9	17.7
28/07/2018	46.7	1.3	28.4	15.8
29/07/2018	0	2.5	29.3	16.3
30/07/2018	0	2.5	29.5	19.1
31/07/2018	12.2	4.3	29.8	17.6
01/08/2018	16.5	2.3	28.4	17.1
02/08/2018	0.3	2.6	28.1	17.5
03/08/2018	0	3.3	29.1	18.8
04/08/2018	0	3.2	29.6	19.4
05/08/2018	0	2.3	26.6	19
06/08/2018	4	1	26.9	18.5
07/08/2018	0	1.4	26.4	17.1
08/08/2018	0	1.5	27.3	18.8
09/08/2018	1	1.8	27.7	15.7
10/08/2018	0.3	1.3	27.3	16.2
11/08/2018	0	1.2	27.2	17.3
12/08/2018	1	1.3	26.8	19.6
13/08/2018	26.4	1.5	25	17.1
14/08/2018	0.5	1.7	25.7	16.3
15/08/2018	16.2	2.1	28.2	18.4
16/08/2018	0	2	27.3	16.3
17/08/2018	2.3	2.3	28.1	17.9
18/08/2018	0	2.7	28.8	16.1
19/08/2018	0	1.7	28.5	19.9
20/08/2018	7.9	2	29.7	19.6
21/08/2018	0	1.5	26.2	17.1
22/08/2018	2.3	1.7	27.5	18
23/08/2018	11.2	1.6	27.9	17.7
24/08/2018	7.4	1.9	28	16.4
25/08/2018	43.7	2.1	28.7	16.4
26/08/2018	0	1.6	27.2	16.1
27/08/2018	11.4	1.6	28.1	17.9
28/08/2018	4.3	1.5	27.7	15.9
29/08/2018	20.6	1.3	25.4	16.1
30/08/2018	0.5	1.3	26	16.4
31/08/2018	8.6	1.6	24.9	17.3
01/09/2018	0.3	1	25.7	17
02/09/2018	39.1	0.8	26.9	18.1
03/09/2018	0	1.3	28.6	16.8
04/09/2018	5.6	1.6	27.9	17.1
05/09/2018	31	1.7	26.8	15.6
06/09/2018	0.5	0.8	25.3	15.9
07/09/2018	4.1	1.3	27.5	18
08/09/2018	0	1.5	27.1	17.4
09/09/2018	0	1.6	26.9	17.6
10/09/2018	12.2	0.5	24.3	18.6
11/09/2018	15	0.5	26.4	18.2
12/09/2018	2.3	0.5	27.3	17.4
13/09/2018	7.9	0.7	25.6	18.4
14/09/2018	7.6	1.2	26.6	17.7
15/09/2018	1.8	1.4	26.5	16.6
16/09/2018	12.2	0.5	24	17.4
17/09/2018	0	0.9	27.2	17.2
18/09/2018	19.1	1.4	26	17
19/09/2018	36.6	0.6	26.4	16.7
20/09/2018	0	1.7	28.1	16.9
21/09/2018	0	1.6	28.7	18.4
22/09/2018	19.8	1.4	28.6	19.8
23/09/2018	2	1.5	27.3	16.2
24/09/2018	0.3	1.1	28.4	17.2
25/09/2018	41.9	1.5	27.8	18.2
26/09/2018	42.4	0.9	26.7	15.8
27/09/2018	0.8	1.1	26.5	16.3
28/09/2018	28.7	1.3	26.5	16.6
29/09/2018	12.7	0.8	24.6	16.2
30/09/2018	8.9	1.4	26.6	16.4
01/10/2018	1.8	1.3	27.3	17.1
02/10/2018	0	1.9	27.4	17.2
03/10/2018	0.5	2	27.3	17
04/10/2018	2.3	1.9	27	17.2
05/10/2018	5.6	1.4	27.2	17.6
06/10/2018	0.3	1	26.4	18.2
07/10/2018	0.3	1.3	26.5	16.9
08/10/2018	0	1.6	25.8	17.3
09/10/2018	0	2.5	26.3	15.6
10/10/2018	0	2.1	27.6	14.9
11/10/2018	0	2	28.1	16.3
12/10/2018	4.6	2.1	27.9	16.8
13/10/2018	0	1.9	28	17.8
14/10/2018	0	0.8	26	17.8
15/10/2018	0	0.8	24.6	18.1
16/10/2018	0	0.7	24.9	18.3
17/10/2018	0	2.4	26.5	17.3
18/10/2018	0	2.8	25.4	17.3
19/10/2018	0.5	2.2	26.6	17.4
20/10/2018	1.3	1.6	27.3	18.1
21/10/2018	10.4	0.9	24.4	17.7
22/10/2018	0.8	0.8	22.4	16.1
23/10/2018	0	0.9	22.2	16.8
24/10/2018	0	1.6	25.2	17.9
25/10/2018	0	1.3	26.6	17.6
26/10/2018	0	1.8	27.8	17.3
27/10/2018	0	2.1	27.6	17.5
28/10/2018	1.5	2.2	26.6	16.8
29/10/2018	0	2.5	26.7	15.8
30/10/2018	0	2.5	27.4	15.9
31/10/2018	0	1.3	26	16.8
01/11/2018	0	1.5	24.4	17.9
02/11/2018	0	1.8	23.3	16.7
03/11/2018	1.5	1.3	22	16.6
04/11/2018	3	0.6	18.8	14.5
05/11/2018	0	1.3	22.8	14.4
06/11/2018	0	2	26.8	14.2
07/11/2018	0	2.3	28.9	15.3
08/11/2018	0	2.6	28	16.6
09/11/2018	0	3.4	28.4	15.8
10/11/2018	0	2.7	26.8	16.4
11/11/2018	0	2.7	27.1	16.9
12/11/2018	0	2.7	23.6	15.7
13/11/2018	0.5	2.5	24.9	14.7
14/11/2018	0	2.1	19.6	8.6
15/11/2018	0	2.5	23.5	9.1
16/11/2018	0	2.5	23.7	10.2
17/11/2018	0	2.9	24	11.5
18/11/2018	0	4	26.5	12.2
19/11/2018	0	3.3	26.5	12.2
20/11/2018	0	3.1	25.7	13.4
21/11/2018	0	3.5	28.1	14.3
22/11/2018	0	3.3	27.7	14.1
23/11/2018	0	3.8	28.4	13.8
24/11/2018	0	2.4	27.4	14
25/11/2018	0	3.3	25.5	13.3
26/11/2018	0	3	25.1	12.8
27/11/2018	4.3	2.6	24.8	13.8
28/11/2018	22.3	0.3	16.3	13.9
29/11/2018	0	0.7	17.7	11.2
30/11/2018	0	1.7	22.8	11.1
01/12/2018	0	1.6	25.1	11.8
02/12/2018	0	2	24.6	11.2
03/12/2018	0	2.4	25.6	10.9
04/12/2018	0	2	26.7	12
05/12/2018	0	1.7	26.3	13.5
06/12/2018	0	1.7	25.5	15.8
07/12/2018	0	1.3	24.6	16.2
08/12/2018	0	1.7	24.8	15.3
09/12/2018	0	2.2	24.8	13.7
10/12/2018	0	2.3	24.7	13.3
11/12/2018	0	2.3	23.9	12.8
12/12/2018	0	2.3	23.1	13.2
13/12/2018	0	2.1	21.9	13.6
14/12/2018	0	3.7	22.1	11.8
15/12/2018	0	3.6	22.2	5.6
16/12/2018	0	3.4	21.9	5.8
17/12/2018	0	3.2	24.8	10.3
18/12/2018	0	3	24.2	11.8
19/12/2018	0	3.1	23.2	11.2
20/12/2018	0	4.1	23.6	8.3
21/12/2018	0	3.8	23.4	7.6
22/12/2018	0	3.7	24	7.7
23/12/2018	0	3.9	25.3	8.2
24/12/2018	0	3.3	22.6	8.8
25/12/2018	0	2.6	23.6	10.5
26/12/2018	0	2.4	24.4	11.1
27/12/2018	0	2.1	20.9	11.3
28/12/2018	0	2.5	20.4	10.5
29/12/2018	0	2.6	22.3	10.9
30/12/2018	0	2.6	19.8	11.3
31/12/2018	0	2.4	19.9	11.9
01/01/2019	0	2.1	20.9	9.9
02/01/2019	0	3	24.2	10.1
03/01/2019	0	3.1	24.9	11.1
04/01/2019	0	3.2	25.1	11.8
05/01/2019	0	3.2	26.9	12.7
06/01/2019	0	4.2	25.4	13.3
07/01/2019	0	2.8	27.8	13.6
08/01/2019	0	4.1	28.8	14.3
09/01/2019	0	3.8	24.9	10.8
10/01/2019	0	3.3	24.3	10.9
11/01/2019	4.6	2.4	23.3	11.1
12/01/2019	0	3	24.3	13.2
13/01/2019	0	3	24.5	12.8
14/01/2019	3.8	2.6	24.3	12.8
15/01/2019	0.3	2.1	21.7	12.8
16/01/2019	0	2.5	23.5	13.4
17/01/2019	0	2	22	13.7
18/01/2019	0	1.8	22.6	14.2
19/01/2019	0	4	26.7	12.2
20/01/2019	0	3.4	24.1	10.9
21/01/2019	0	3.9	27	11.1
22/01/2019	0	4	25.6	12
23/01/2019	0	3.8	25.8	13.4
24/01/2019	0	4.1	26.3	12.2
25/01/2019	0	3.8	26.2	12.3
26/01/2019	0	4.6	25	13.1
27/01/2019	0	4.3	23.2	9
28/01/2019	0	4.3	24.7	8.6
29/01/2019	0	4.3	26.2	8.7
30/01/2019	0	4.7	24.7	10.7
31/01/2019	0	4.2	24.2	10.7
01/02/2019	0	4.2	25.3	10.9
02/02/2019	0	4.2	26.3	11.8
03/02/2019	0	4	26.3	11.7
04/02/2019	0	4.2	27.9	11.9
05/02/2019	0	4.2	28.5	13.1
06/02/2019	0	5.1	29.2	13.4
07/02/2019	0	3.6	28.6	13.2
08/02/2019	0	3.7	27.8	14.4
09/02/2019	0	3.7	27.2	14.7
10/02/2019	0	3.9	27.1	14.9
11/02/2019	0	4.2	26.2	14.6
12/02/2019	0	3.8	27.4	15
13/02/2019	0	4.5	27.1	13.8
14/02/2019	0	4.9	27.6	13.9
15/02/2019	0	4.6	29.8	14.7
16/02/2019	0	4.8	31.7	14.8
17/02/2019	0	6.8	28.1	16.3
18/02/2019	0	3	29.3	14.9
19/02/2019	0	6.3	26.5	15.8
20/02/2019	0	6.7	27.4	13.4
21/02/2019	0	7.1	26.1	14
22/02/2019	0	5.4	24	13.7
23/02/2019	0	4.3	24.1	14.3
24/02/2019	0	6.8	29.7	13.5
25/02/2019	0	6.6	28.6	14.5
26/02/2019	0	7.4	28.9	16.3
27/02/2019	0	7.5	29.9	16
28/02/2019	0	7.7	31.3	15.5
01/03/2019	0	7.3	29.8	16.3
02/03/2019	0	7.2	30.3	15.6
03/03/2019	0	8	31.8	16
04/03/2019	0	7.7	31.4	16.8
05/03/2019	0	7.3	32.1	16.9
06/03/2019	0	7.8	31.1	16.9
07/03/2019	0	6.8	30.6	16.4
08/03/2019	0	7.6	30.8	17.3
09/03/2019	0	8.3	29.6	16.8
10/03/2019	0	7.5	31	17.1
11/03/2019	0	6.7	32.8	17
12/03/2019	0	7	29.8	17.3
13/03/2019	0	4.2	28	14.6
14/03/2019	0	6.8	30.1	14.7
15/03/2019	0	7.4	30.2	15.3
16/03/2019	0	5.8	26.6	16.7
17/03/2019	0	5.4	27.2	16.8
18/03/2019	0	3.7	27.2	16.4
19/03/2019	0	7.3	27.4	15.8
20/03/2019	0	6.7	27.5	14.5
21/03/2019	0	6.5	28.8	14.8
22/03/2019	0	7.5	27.6	15.6
23/03/2019	0	7.1	27.6	14.3
24/03/2019	0	7.1	29.9	15.7
25/03/2019	0	7.4	31.9	16.2
26/03/2019	0	7.2	31.9	17.8
27/03/2019	0	6.2	30	17.2
28/03/2019	0	8	30.8	17.2
29/03/2019	0	9.2	31.1	17.8
30/03/2019	0	8.6	31.2	15.5
31/03/2019	0	8.3	31.1	16.1
01/04/2019	0	8.3	29.9	16.9
02/04/2019	0	7.7	30.1	16.8
03/04/2019	0	7.7	28.5	16.8
04/04/2019	0	7.3	29	16.4
05/04/2019	0	7	28.3	17.4
06/04/2019	0	9.8	28.9	17.6
07/04/2019	0	7.7	29.2	14.5
08/04/2019	0	7.4	29.7	16
09/04/2019	0	7.3	30.3	16.6
10/04/2019	0	8.6	30.4	17.3
11/04/2019	0	8.4	29.5	16.1
12/04/2019	0	5.8	28.1	16.1
13/04/2019	0	6.6	28.2	15
14/04/2019	0	6.1	30.6	14.1
15/04/2019	0	5.1	31.3	14.1
16/04/2019	0	6.5	31.9	16.7
17/04/2019	0	6.7	31.9	17.2
18/04/2019	0	4	31	18.1
19/04/2019	0	5.5	30.5	19.1
20/04/2019	0	5.7	31.8	17.5
21/04/2019	0	6.5	32.2	18.6
22/04/2019	0	6.4	32.4	18.1
23/04/2019	0	5.4	29.3	17.3
24/04/2019	0	4.7	30.8	19.1
25/04/2019	0	5.7	32.4	17.9
26/04/2019	0	5.9	31.6	19.5
27/04/2019	0	5.8	32.1	19.5
28/04/2019	0	5.3	32.4	20.6
29/04/2019	0	6.1	33.8	19.7
30/04/2019	0	6	33.8	19.3
01/05/2019	0	6.6	33.8	19.3
02/05/2019	0	6.9	33.9	20.6
03/05/2019	0	6.9	32.3	19.6
04/05/2019	0	5.2	31.2	20.7
05/05/2019	0	6.5	31.8	19.3
06/05/2019	0	6.9	28.6	17.8
07/05/2019	0	5.7	30.1	16.1
08/05/2019	0	7.4	30.7	17
09/05/2019	0	6.1	31.3	17.1
10/05/2019	0	6.4	31.3	17.6
11/05/2019	0	6.6	32.6	17.8
12/05/2019	0	6.7	31.2	18.2
13/05/2019	0	6.9	31.8	17.9
14/05/2019	0	7.2	33.2	17.7
15/05/2019	0	5.7	33.3	17.7
16/05/2019	0	6.4	33.4	20.2
17/05/2019	0	6.4	33.1	19.8
18/05/2019	0	4	32.2	20.2
19/05/2019	0	6.8	33.8	22.4
20/05/2019	0	6.9	33.2	19.5
21/05/2019	0	6.8	32.8	19.4
